group,term,synonym,isWord
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,бікса,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,блудниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,блудниця вавилонська,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,буляндра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,вертихвістка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,гейда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,гукля,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,давалка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,дримба,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,заволока,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,кішка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,коза драна,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,кольба,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,курва,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,курдибалянс,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,курдимоль,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,лахудра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,легка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,лихованка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,лотра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,льотра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,льорва,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,льотка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,льофа,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,льоха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,лярва,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,мандрьоха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,матрац,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,матрас,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,месаліна,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,паплюга,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,паскуда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,пизда рвана,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,пирка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,пичодайка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,підстилка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,піпетка триперна,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,ропуха триперна,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,публіка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,повія,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,поволока,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,подушка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,пойда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,потягуха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,правічка на вухо,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,прибічна / бокова сестра,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,придзиглянка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,проститутка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,прошмандовка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,римунда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,розвера,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,розетка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,розпусниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,розтіпаха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,свиня,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,сітра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,сетра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,скотина,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,сонце,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,сука,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,сучка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,торба,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,файда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,фіндюрка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,фірдзя,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,фойда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,хвойда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,хуна,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шалава,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шалашовка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шкура,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шльондра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шльоха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шлюндра,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шлюха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,шмара,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Жінка легкої поведінки,ярижниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бабій,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бабодур,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",баболюб,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бахур,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бахуруватий,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",белькун,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бик-заплідник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",блудник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",блудодій,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",блядун,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",бугай,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",гультяй,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",гуляка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",джигун,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",дзюндзик,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",донжуан,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",жеребець,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",жижлик,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",зберезник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",кабан,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",казанова,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",кнур,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",кобелино,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",кобель,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",козел,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",курваль,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",курвань,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",курвій,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",курвінець,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",лабузник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",лихованець,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",ловелас,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",мацьорник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",мужик,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",пиздограй,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",пиздойоб,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",потаскун,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",роз'їбай,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",розпутник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",спідничник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",трахаль,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",трахальник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",тягайло,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",фраєр,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",хендожнік,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Чоловік, схильний до залицяння до жінок",хуй,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,баба,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,бахурка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,зазнобка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,кондомниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,конкубіна,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,кузинка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,курва,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,любаска,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,ляфіринда,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,маруха,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,наложниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,пепеже,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,підбічниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,підложниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,підстилка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,полюбовниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,прибічна сестра,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,бокова сестра,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,сестра з Остра,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,фраєрка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,хабалиця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханка,харка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,бахур,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,бойфренд,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,єбак,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,єбака,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,єбун,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,їбак,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,йобар,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,кіт,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,коханець,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,любас,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,любко,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,полюбовник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,спонсор,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,сутенер,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,фраєр,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Коханець,фразір,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",берегти / зберегти себе,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",вінок доносити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",віночок доносити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",дєвочка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",законниця,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",зашита,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",калина,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",не ворушена,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",не почата,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",пломба,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",правічка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",свіжина,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",целка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",ціла,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",цілка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",цілка-патріотка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",цілушка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",чесна,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка зберегла дівочу цноту",чисте жіноцтво,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",беззаконка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",вінок втратити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",вінок загубити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",вінок потеряти,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",віночок втратити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",віночок загубити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",віночок потеряти,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",дірявка,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",загубити честь,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",збавлена,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",з гріхом,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",зламана калина,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",попсована,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",почата,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",столочений квітник,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",фартух замочити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,"Дівчина, яка не зберегла дівочу цноту",хвартух замочити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,байстрюк,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,бахур,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,бенькарт,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,виблядок,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,десь там зроблений,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,жировий,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,кропивник,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,нагулянець,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,найдух,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,неправого ложа,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Незаконнонароджена дитина,самосійний,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,блуд,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,блудство,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,блядки,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,блядохід,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,блядство,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,куревство,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,лиховань,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,походеньки,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Статева розпуста,сексуальні походеньки,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,бігати по кущах,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,блудом ходити,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,грішити,1
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,жити в гріху,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,заглядати до курника,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,податися на любов,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,працювати в другу зміну,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,працювати в третю зміну,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,працювати в четверту зміну,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,проблукати в бур'янах,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,скакати в гречку,0
Назви осіб і явищ за соціоетичними параметрами сексуальної поведінки,Подружня зрада,стрибати в гречку,0
